,State,City,Population,V_crime,Murder,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,city,city_ascii,state_name,county_fips,county_name,population,density,source,incorporated,ranking,isMetro,areaname,family_member_count,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,taxes,total_cost,median_family_income
123852,KANSAS,GARDNER,"22,229",32,0.0,5,3,24,175,7,149,19,GARDNER,Gardner,KANSAS,20091,JOHNSON,22031,826,polygon,True,3,False,"Johnson County, GA",2p2c,7776.0,8784.76752,14154.2736,15483.0684,6000.61932,5957.61324,66265.7748,52772.69921875
123972,IOWA,CORALVILLE,"22,035",69,3.0,10,15,41,689,49,613,27,CORALVILLE,Coralville,IOWA,19103,JOHNSON,22290,685,polygon,True,3,False,"Johnson County, GA",2p2c,7776.0,8784.76752,14154.2736,15483.0684,6000.61932,5957.61324,66265.7748,52772.69921875
124092,WYOMING,BUFFALO,"4,571",8,0.0,1,0,7,52,13,30,9,BUFFALO,Buffalo,WYOMING,56019,JOHNSON,4575,394,polygon,True,3,False,"Johnson County, GA",2p2c,7776.0,8784.76752,14154.2736,15483.0684,6000.61932,5957.61324,66265.7748,52772.69921875
124212,KENTUCKY,PAINTSVILLE,"4,013",4,0.0,1,0,3,31,4,18,9,PAINTSVILLE,Paintsville,KENTUCKY,21115,JOHNSON,6952,234,polygon,True,3,False,"Johnson County, GA",2p2c,7776.0,8784.76752,14154.2736,15483.0684,6000.61932,5957.61324,66265.7748,52772.69921875
124332,ILLINOIS,VIENNA,"1,443",0,0.0,0,0,0,12,3,8,1,VIENNA,Vienna,ILLINOIS,17087,JOHNSON,1440,196,polygon,True,3,False,"Johnson County, GA",2p2c,7776.0,8784.76752,14154.2736,15483.0684,6000.61932,5957.61324,66265.7748,52772.69921875
124452,ARKANSAS,LAMAR,"1,740",0,0.0,0,0,0,25,4,21,0,LAMAR,Lamar,ARKANSAS,5071,JOHNSON,1722,144,polygon,True,3,False,"Johnson County, GA",2p2c,7776.0,8784.76752,14154.2736,15483.0684,6000.61932,5957.61324,66265.7748,52772.69921875
124572,TEXAS,KEENE,"6,584",10,0.0,1,2,7,46,19,23,4,KEENE,Keene,TEXAS,48251,JOHNSON,6568,511,polygon,True,3,False,"Johnson County, GA",2p2c,7776.0,8784.76752,14154.2736,15483.0684,6000.61932,5957.61324,66265.7748,52772.69921875
124692,TEXAS,CLEBURNE,"30,860",101,0.0,25,8,68,588,147,396,45,CLEBURNE,Cleburne,TEXAS,48251,JOHNSON,37468,340,polygon,True,3,False,"Johnson County, GA",2p2c,7776.0,8784.76752,14154.2736,15483.0684,6000.61932,5957.61324,66265.7748,52772.69921875
124812,IOWA,NORTH LIBERTY,"20,086",70,0.0,20,0,50,121,21,97,3,NORTH LIBERTY,North Liberty,IOWA,19103,JOHNSON,19501,835,polygon,True,3,False,"Johnson County, GA",2p2c,7776.0,8784.76752,14154.2736,15483.0684,6000.61932,5957.61324,66265.7748,52772.69921875
124932,TENNESSEE,MOUNTAIN CITY,"2,407",1,0.0,0,0,1,34,3,31,0,MOUNTAIN CITY,Mountain City,TENNESSEE,47091,JOHNSON,2597,279,polygon,True,3,False,"Johnson County, GA",2p2c,7776.0,8784.76752,14154.2736,15483.0684,6000.61932,5957.61324,66265.7748,52772.69921875
125052,KANSAS,PRAIRIE VILLAGE,"22,508",29,0.0,2,3,24,243,33,182,28,PRAIRIE VILLAGE,Prairie Village,KANSAS,20091,JOHNSON,22295,1386,polygon,True,3,False,"Johnson County, GA",2p2c,7776.0,8784.76752,14154.2736,15483.0684,6000.61932,5957.61324,66265.7748,52772.69921875
125172,IOWA,IOWA CITY,"77,390",167,1.0,40,25,101,"1,252",314,867,71,IOWA CITY,Iowa City,IOWA,19103,JOHNSON,118041,1133,polygon,True,2,False,"Johnson County, GA",2p2c,7776.0,8784.76752,14154.2736,15483.0684,6000.61932,5957.61324,66265.7748,52772.69921875
125292,KANSAS,LEAWOOD,"35,052",19,1.0,4,0,14,401,57,316,28,LEAWOOD,Leawood,KANSAS,20091,JOHNSON,34727,887,polygon,True,3,False,"Johnson County, GA",2p2c,7776.0,8784.76752,14154.2736,15483.0684,6000.61932,5957.61324,66265.7748,52772.69921875
125412,KANSAS,LAKE QUIVIRA,942,0,0.0,0,0,0,4,0,4,0,LAKE QUIVIRA,Lake Quivira,KANSAS,20091,JOHNSON,933,258,polygon,True,3,False,"Johnson County, GA",2p2c,7776.0,8784.76752,14154.2736,15483.0684,6000.61932,5957.61324,66265.7748,52772.69921875
125532,MISSOURI,WARRENSBURG,"20,435",60,0.0,18,6,36,616,60,521,35,WARRENSBURG,Warrensburg,MISSOURI,29101,JOHNSON,22410,838,polygon,True,3,False,"Johnson County, GA",2p2c,7776.0,8784.76752,14154.2736,15483.0684,6000.61932,5957.61324,66265.7748,52772.69921875
125652,ARKANSAS,CLARKSVILLE,"9,813",29,0.0,15,3,11,240,15,215,10,CLARKSVILLE,Clarksville,ARKANSAS,5071,JOHNSON,9764,203,polygon,True,3,False,"Johnson County, GA",2p2c,7776.0,8784.76752,14154.2736,15483.0684,6000.61932,5957.61324,66265.7748,52772.69921875
125772,KANSAS,MISSION HILLS,"3,588",1,0.0,0,0,1,44,14,21,9,MISSION HILLS,Mission Hills,KANSAS,20091,JOHNSON,3547,672,polygon,True,3,False,"Johnson County, GA",2p2c,7776.0,8784.76752,14154.2736,15483.0684,6000.61932,5957.61324,66265.7748,52772.69921875
125892,KANSAS,MERRIAM,"11,197",43,0.0,6,7,30,484,27,388,69,MERRIAM,Merriam,KANSAS,20091,JOHNSON,11081,990,polygon,True,3,False,"Johnson County, GA",2p2c,7776.0,8784.76752,14154.2736,15483.0684,6000.61932,5957.61324,66265.7748,52772.69921875
126012,INDIANA,GREENWOOD,"59,797",97,1.0,9,26,61,"1,528",72,"1,332",124,GREENWOOD,Greenwood,INDIANA,18081,JOHNSON,59458,822,polygon,True,3,False,"Johnson County, GA",2p2c,7776.0,8784.76752,14154.2736,15483.0684,6000.61932,5957.61324,66265.7748,52772.69921875
126132,KANSAS,LENEXA,"56,240",87,0.0,17,4,66,761,69,606,86,LENEXA,Lenexa,KANSAS,20091,JOHNSON,55625,630,polygon,True,3,False,"Johnson County, GA",2p2c,7776.0,8784.76752,14154.2736,15483.0684,6000.61932,5957.61324,66265.7748,52772.69921875
126265,NORTH CAROLINA,SELMA,"7,018",55,1.0,3,9,42,204,36,138,30,SELMA,Selma,NORTH CAROLINA,37101,JOHNSTON,7101,571,polygon,True,3,False,"Johnston County, OK",2p2c,8736.0,8904.69648,14740.8252,16488.9648,6391.92036,8015.8044,76755.2748,50994.234375
126285,NORTH CAROLINA,FOUR OAKS,"2,224",7,0.0,0,1,6,35,1,32,2,FOUR OAKS,Four Oaks,NORTH CAROLINA,37101,JOHNSTON,2254,380,polygon,True,3,False,"Johnston County, OK",2p2c,8736.0,8904.69648,14740.8252,16488.9648,6391.92036,8015.8044,76755.2748,50994.234375
126305,NORTH CAROLINA,PRINCETON,"1,402",0,0.0,0,0,0,16,4,11,1,PRINCETON,Princeton,NORTH CAROLINA,37101,JOHNSTON,1398,474,polygon,True,3,False,"Johnston County, OK",2p2c,8736.0,8904.69648,14740.8252,16488.9648,6391.92036,8015.8044,76755.2748,50994.234375
126325,OKLAHOMA,TISHOMINGO,"3,040",6,0.0,2,1,3,37,18,17,2,TISHOMINGO,Tishomingo,OKLAHOMA,40069,JOHNSTON,3082,272,polygon,True,3,False,"Johnston County, OK",2p2c,8736.0,8904.69648,14740.8252,16488.9648,6391.92036,8015.8044,76755.2748,50994.234375
126345,NORTH CAROLINA,BENSON,"3,901",31,0.0,4,5,22,200,51,136,13,BENSON,Benson,NORTH CAROLINA,37101,JOHNSTON,3922,540,polygon,True,3,False,"Johnston County, OK",2p2c,8736.0,8904.69648,14740.8252,16488.9648,6391.92036,8015.8044,76755.2748,50994.234375
126365,NORTH CAROLINA,SMITHFIELD,"12,882",71,2.0,5,15,49,461,56,387,18,SMITHFIELD,Smithfield,NORTH CAROLINA,37101,JOHNSTON,32156,420,polygon,True,3,False,"Johnston County, OK",2p2c,8736.0,8904.69648,14740.8252,16488.9648,6391.92036,8015.8044,76755.2748,50994.234375
126385,NORTH CAROLINA,CLAYTON,"23,842",40,1.0,7,8,24,497,49,434,14,CLAYTON,Clayton,NORTH CAROLINA,37101,JOHNSTON,24887,634,polygon,True,3,False,"Johnston County, OK",2p2c,8736.0,8904.69648,14740.8252,16488.9648,6391.92036,8015.8044,76755.2748,50994.234375
126405,NORTH CAROLINA,PINE LEVEL,"2,016",8,0.0,2,1,5,25,5,19,1,PINE LEVEL,Pine Level,NORTH CAROLINA,37101,JOHNSTON,2019,453,polygon,True,3,False,"Johnston County, OK",2p2c,8736.0,8904.69648,14740.8252,16488.9648,6391.92036,8015.8044,76755.2748,50994.234375
126420,TEXAS,HAMLIN,"1,982",2,0.0,0,0,2,9,2,6,1,HAMLIN,Hamlin,TEXAS,48253,JONES,2021,147,polygon,True,3,False,"Jones County, MS",2p2c,8748.0,9174.53544,13916.8992,17710.4112,6494.04204,6057.60168,66228.492,54429.99609375
126480,MISSISSIPPI,LAUREL,"18,471",125,2.0,14,21,88,800,255,490,55,LAUREL,Laurel,MISSISSIPPI,28067,JONES,25844,436,polygon,True,3,False,"Jones County, MS",2p2c,8748.0,9174.53544,13916.8992,17710.4112,6494.04204,6057.60168,66228.492,54429.99609375
126540,IOWA,MONTICELLO,"3,898",6,0.0,3,1,2,51,11,37,3,MONTICELLO,Monticello,IOWA,19105,JONES,3880,269,polygon,True,3,False,"Jones County, MS",2p2c,8748.0,9174.53544,13916.8992,17710.4112,6494.04204,6057.60168,66228.492,54429.99609375
126600,TEXAS,STAMFORD,"2,898",4,0.0,0,0,4,40,15,24,1,STAMFORD,Stamford,TEXAS,48253,JONES,2941,190,polygon,True,3,False,"Jones County, MS",2p2c,8748.0,9174.53544,13916.8992,17710.4112,6494.04204,6057.60168,66228.492,54429.99609375
126660,SOUTH DAKOTA,MURDO,442,0,0.0,0,0,0,2,2,0,0,MURDO,Murdo,SOUTH DAKOTA,46075,JONES,438,268,polygon,True,3,False,"Jones County, MS",2p2c,8748.0,9174.53544,13916.8992,17710.4112,6494.04204,6057.60168,66228.492,54429.99609375
126720,NORTH CAROLINA,MAYSVILLE,955,0,0.0,0,0,0,8,4,4,0,MAYSVILLE,Maysville,NORTH CAROLINA,37103,JONES,935,421,polygon,True,3,False,"Jones County, MS",2p2c,8748.0,9174.53544,13916.8992,17710.4112,6494.04204,6057.60168,66228.492,54429.99609375
126777,OREGON,GRANTS PASS,"38,475",121,0.0,24,21,76,"1,235",151,958,126,GRANTS PASS,Grants Pass,OREGON,41033,JOSEPHINE,55837,1279,polygon,True,3,True,"Grants Pass, OR MSA",2p2c,13272.0,9744.1956,14473.4184,16190.772,8339.67552,14143.578,94006.0428,55987.69140625
126783,UTAH,NEPHI,"6,207",5,0.0,3,0,2,74,12,57,5,NEPHI,Nephi,UTAH,49023,JUAB,6378,539,polygon,True,3,True,"Provo-Orem, UT MSA",2p2c,8572.68096,9174.53544,16759.0488,15552.8292,6430.51608,8868.219,78938.766,70976.2734375
126790,ALASKA,JUNEAU,"31,810",289,3.0,24,45,217,"1,292",187,"1,012",93,JUNEAU,Juneau,ALASKA,2110,JUNEAU,31974,4,polygon,True,2,False,"Juneau County, WI",2p2c,9432.0,8994.64164,14968.176,13643.25,6676.6992,8002.6326,77513.1096,66105.0078125
126807,MICHIGAN,VICKSBURG,"3,490",4,0.0,0,0,4,58,6,49,3,VICKSBURG,Vicksburg,MICHIGAN,26077,KALAMAZOO,3483,458,polygon,True,3,True,"Kalamazoo-Portage, MI MSA",2p2c,10805.9502,8904.69648,14028.7488,14185.3656,7141.9446,8976.52368,81268.26,79515.3515625
126817,MICHIGAN,KALAMAZOO,"76,827",949,9.0,110,182,648,"3,578",703,"2,546",329,KALAMAZOO,Kalamazoo,MICHIGAN,26077,KALAMAZOO,215193,1192,polygon,True,2,True,"Kalamazoo-Portage, MI MSA",2p2c,10805.9502,8904.69648,14028.7488,14185.3656,7141.9446,8976.52368,81268.26,79515.3515625
126827,MICHIGAN,PORTAGE,"49,583",136,0.0,30,14,92,"1,549",204,"1,279",66,PORTAGE,Portage,MICHIGAN,26077,KALAMAZOO,49445,591,polygon,True,3,True,"Kalamazoo-Portage, MI MSA",2p2c,10805.9502,8904.69648,14028.7488,14185.3656,7141.9446,8976.52368,81268.26,79515.3515625
126837,MICHIGAN,AUGUSTA,902,3,0.0,2,1,0,14,0,14,0,AUGUSTA,Augusta,MICHIGAN,26077,KALAMAZOO,899,338,polygon,True,3,True,"Kalamazoo-Portage, MI MSA",2p2c,10805.9502,8904.69648,14028.7488,14185.3656,7141.9446,8976.52368,81268.26,79515.3515625
126847,MICHIGAN,SCHOOLCRAFT,"1,559",0,0.0,0,0,0,29,3,23,3,SCHOOLCRAFT,Schoolcraft,MICHIGAN,26077,KALAMAZOO,1551,610,polygon,True,3,True,"Kalamazoo-Portage, MI MSA",2p2c,10805.9502,8904.69648,14028.7488,14185.3656,7141.9446,8976.52368,81268.26,79515.3515625
126857,MICHIGAN,RICHLAND,806,1,0.0,0,0,1,3,0,3,0,RICHLAND,Richland,MICHIGAN,26077,KALAMAZOO,831,316,polygon,True,3,True,"Kalamazoo-Portage, MI MSA",2p2c,10805.9502,8904.69648,14028.7488,14185.3656,7141.9446,8976.52368,81268.26,79515.3515625
126868,MICHIGAN,KALKASKA,"2,086",1,0.0,1,0,0,24,1,21,2,KALKASKA,Kalkaska,MICHIGAN,26079,KALKASKA,2766,256,polygon,True,3,False,"Kalkaska County, MI",2p2c,8892.0,8904.69648,15204.5352,12385.8804,6448.44504,7232.88276,72779.742,55518.4296875
126872,WEST VIRGINIA,ST. ALBANS,"9,956",33,2.0,2,1,28,304,59,227,18,ST. ALBANS,St. Albans,WEST VIRGINIA,54039,KANAWHA,9918,1059,polygon,True,3,True,"Charleston, WV HUD Metro FMR Area",2p2c,9756.69072,8514.92796,13803.2184,27162.5304,6620.52828,12686.8128,94487.8356,63683.75
126882,WEST VIRGINIA,NITRO,"6,406",15,0.0,0,1,14,220,20,187,13,NITRO,Nitro,WEST VIRGINIA,54039,KANAWHA,6373,469,polygon,True,3,True,"Charleston, WV HUD Metro FMR Area",2p2c,9756.69072,8514.92796,13803.2184,27162.5304,6620.52828,12686.8128,94487.8356,63683.75
126894,MINNESOTA,WILLMAR,"19,684",84,0.0,29,6,49,419,53,335,31,WILLMAR,Willmar,MINNESOTA,27067,KANDIYOHI,20510,549,polygon,True,3,False,"Kandiyohi County, MN",2p2c,8928.0,8574.89136,14783.382,14823.6264,6341.98752,6550.72632,71648.3496,74805.3046875
126904,MINNESOTA,ATWATER,"1,110",0,0.0,0,0,0,1,0,1,0,ATWATER,Atwater,MINNESOTA,27067,KANDIYOHI,1119,420,polygon,True,3,False,"Kandiyohi County, MN",2p2c,8928.0,8574.89136,14783.382,14823.6264,6341.98752,6550.72632,71648.3496,74805.3046875
126911,ILLINOIS,HAMPSHIRE,"6,425",10,0.0,1,2,7,26,14,12,0,HAMPSHIRE,Hampshire,ILLINOIS,17089,KANE,6251,260,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15585.7188,9054.60648,14328.2436,15658.2852,8928.16116,12779.7348,96083.3964,97553.609375
126931,UTAH,BIG WATER,506,3,0.0,0,0,3,0,0,0,0,BIG WATER,Big Water,UTAH,49025,KANE,511,32,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15585.7188,9054.60648,14328.2436,15658.2852,8928.16116,12779.7348,96083.3964,97553.609375
126951,ILLINOIS,GILBERTS,"8,259",1,0.0,0,0,1,35,5,26,4,GILBERTS,Gilberts,ILLINOIS,17089,KANE,8076,563,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15585.7188,9054.60648,14328.2436,15658.2852,8928.16116,12779.7348,96083.3964,97553.609375
126971,ILLINOIS,ELBURN,"5,967",1,0.0,0,1,0,20,1,14,5,ELBURN,Elburn,ILLINOIS,17089,KANE,5997,741,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15585.7188,9054.60648,14328.2436,15658.2852,8928.16116,12779.7348,96083.3964,97553.609375
126991,ILLINOIS,AURORA,"199,784",516,12.0,59,89,356,"2,014",232,"1,638",144,AURORA,Aurora,ILLINOIS,17089,KANE,197757,1696,polygon,True,2,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15585.7188,9054.60648,14328.2436,15658.2852,8928.16116,12779.7348,96083.3964,97553.609375
127011,ILLINOIS,WEST DUNDEE,"8,388",3,0.0,3,0,0,108,7,98,3,WEST DUNDEE,West Dundee,ILLINOIS,17089,KANE,8113,841,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15585.7188,9054.60648,14328.2436,15658.2852,8928.16116,12779.7348,96083.3964,97553.609375
127031,UTAH,KANAB,"4,850",8,0.0,2,0,6,55,5,46,4,KANAB,Kanab,UTAH,49025,KANE,4931,131,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15585.7188,9054.60648,14328.2436,15658.2852,8928.16116,12779.7348,96083.3964,97553.609375
127051,ILLINOIS,ELGIN,"112,112",223,1.0,42,68,112,"1,429",177,"1,195",57,ELGIN,Elgin,ILLINOIS,17089,KANE,110849,1141,polygon,True,2,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15585.7188,9054.60648,14328.2436,15658.2852,8928.16116,12779.7348,96083.3964,97553.609375
127071,ILLINOIS,MONTGOMERY,"19,927",30,0.0,8,3,19,269,24,233,12,MONTGOMERY,Montgomery,ILLINOIS,17089,KANE,19638,818,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15585.7188,9054.60648,14328.2436,15658.2852,8928.16116,12779.7348,96083.3964,97553.609375
127091,ILLINOIS,BATAVIA,"26,330",33,0.0,7,11,15,337,15,317,5,BATAVIA,Batavia,ILLINOIS,17089,KANE,26420,968,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15585.7188,9054.60648,14328.2436,15658.2852,8928.16116,12779.7348,96083.3964,97553.609375
127111,ILLINOIS,MAPLE PARK,"1,341",0,0.0,0,0,0,11,0,11,0,MAPLE PARK,Maple Park,ILLINOIS,17089,KANE,1365,254,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15585.7188,9054.60648,14328.2436,15658.2852,8928.16116,12779.7348,96083.3964,97553.609375
127131,ILLINOIS,NORTH AURORA,"18,317",26,0.0,3,2,21,257,36,216,5,NORTH AURORA,North Aurora,ILLINOIS,17089,KANE,18057,962,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15585.7188,9054.60648,14328.2436,15658.2852,8928.16116,12779.7348,96083.3964,97553.609375
127151,ILLINOIS,GENEVA,"21,905",16,0.0,1,2,13,145,15,128,2,GENEVA,Geneva,ILLINOIS,17089,KANE,21809,848,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15585.7188,9054.60648,14328.2436,15658.2852,8928.16116,12779.7348,96083.3964,97553.609375
127171,ILLINOIS,EAST DUNDEE,"3,236",2,0.0,0,1,1,38,13,21,4,EAST DUNDEE,East Dundee,ILLINOIS,17089,KANE,3216,447,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15585.7188,9054.60648,14328.2436,15658.2852,8928.16116,12779.7348,96083.3964,97553.609375
127191,ILLINOIS,ST. CHARLES,"33,118",43,0.0,10,2,31,208,30,167,11,ST. CHARLES,St. Charles,ILLINOIS,17089,KANE,32887,881,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15585.7188,9054.60648,14328.2436,15658.2852,8928.16116,12779.7348,96083.3964,97553.609375
127211,ILLINOIS,SOUTH ELGIN,"23,634",16,0.0,4,1,11,104,12,88,4,SOUTH ELGIN,South Elgin,ILLINOIS,17089,KANE,24755,1352,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15585.7188,9054.60648,14328.2436,15658.2852,8928.16116,12779.7348,96083.3964,97553.609375
127231,ILLINOIS,PINGREE GROVE,"9,765",6,0.0,5,0,1,52,5,46,1,PINGREE GROVE,Pingree Grove,ILLINOIS,17089,KANE,9874,1036,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15585.7188,9054.60648,14328.2436,15658.2852,8928.16116,12779.7348,96083.3964,97553.609375
127251,ILLINOIS,CAMPTON HILLS,"11,202",1,0.0,0,1,0,7,5,1,1,CAMPTON HILLS,Campton Hills,ILLINOIS,17089,KANE,11091,253,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15585.7188,9054.60648,14328.2436,15658.2852,8928.16116,12779.7348,96083.3964,97553.609375
127271,ILLINOIS,SLEEPY HOLLOW,"3,273",0,0.0,0,0,0,11,2,9,0,SLEEPY HOLLOW,Sleepy Hollow,ILLINOIS,17089,KANE,3244,625,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15585.7188,9054.60648,14328.2436,15658.2852,8928.16116,12779.7348,96083.3964,97553.609375
127291,ILLINOIS,CARPENTERSVILLE,"37,744",21,0.0,6,10,5,380,25,343,12,CARPENTERSVILLE,Carpentersville,ILLINOIS,17089,KANE,37254,1828,polygon,True,3,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2p2c,15585.7188,9054.60648,14328.2436,15658.2852,8928.16116,12779.7348,96083.3964,97553.609375
127313,ILLINOIS,MOMENCE,"3,089",1,0.0,0,0,1,48,4,41,3,MOMENCE,Momence,ILLINOIS,17091,KANKAKEE,3530,761,polygon,True,3,True,"Kankakee, IL MSA",2p2c,11340.0,8694.82032,14152.458,15801.984,7259.40528,10418.42208,84639.9732,75231.4375
127323,ILLINOIS,BOURBONNAIS,"19,588",57,0.0,9,12,36,253,15,232,6,BOURBONNAIS,Bourbonnais,ILLINOIS,17091,KANKAKEE,19462,793,polygon,True,3,True,"Kankakee, IL MSA",2p2c,11340.0,8694.82032,14152.458,15801.984,7259.40528,10418.42208,84639.9732,75231.4375
127333,ILLINOIS,KANKAKEE,"25,872",236,4.0,29,53,150,873,156,675,42,KANKAKEE,Kankakee,ILLINOIS,17091,KANKAKEE,77429,668,polygon,True,3,True,"Kankakee, IL MSA",2p2c,11340.0,8694.82032,14152.458,15801.984,7259.40528,10418.42208,84639.9732,75231.4375
127343,ILLINOIS,ESSEX,759,0,0.0,0,0,0,0,0,0,0,ESSEX,Essex,ILLINOIS,17091,KANKAKEE,758,125,polygon,True,3,True,"Kankakee, IL MSA",2p2c,11340.0,8694.82032,14152.458,15801.984,7259.40528,10418.42208,84639.9732,75231.4375
127353,ILLINOIS,HERSCHER,"1,502",1,0.0,0,0,1,2,0,2,0,HERSCHER,Herscher,ILLINOIS,17091,KANKAKEE,1504,320,polygon,True,3,True,"Kankakee, IL MSA",2p2c,11340.0,8694.82032,14152.458,15801.984,7259.40528,10418.42208,84639.9732,75231.4375
127363,ILLINOIS,MANTENO,"8,965",30,0.0,10,2,18,136,11,118,7,MANTENO,Manteno,ILLINOIS,17091,KANKAKEE,9002,652,polygon,True,3,True,"Kankakee, IL MSA",2p2c,11340.0,8694.82032,14152.458,15801.984,7259.40528,10418.42208,84639.9732,75231.4375
127373,ILLINOIS,BRADLEY,"15,205",41,0.0,1,14,26,500,29,463,8,BRADLEY,Bradley,ILLINOIS,17091,KANKAKEE,15314,853,polygon,True,3,True,"Kankakee, IL MSA",2p2c,11340.0,8694.82032,14152.458,15801.984,7259.40528,10418.42208,84639.9732,75231.4375
127383,ILLINOIS,GRANT PARK,"1,233",1,0.0,0,1,0,4,0,4,0,GRANT PARK,Grant Park,ILLINOIS,17091,KANKAKEE,1249,141,polygon,True,3,True,"Kankakee, IL MSA",2p2c,11340.0,8694.82032,14152.458,15801.984,7259.40528,10418.42208,84639.9732,75231.4375
127396,TEXAS,KARNES CITY,"3,439",9,0.0,0,0,9,47,17,29,1,KARNES CITY,Karnes City,TEXAS,48255,KARNES,3383,571,polygon,True,3,False,"Karnes County, TX",2p2c,9672.0,8544.91044,15381.8316,16093.7916,6600.70536,4699.1484,69446.8824,74725.2109375
127406,TEXAS,FORNEY,"25,374",32,0.0,8,4,20,302,38,227,37,FORNEY,Forney,TEXAS,48257,KAUFMAN,50251,710,polygon,True,3,True,"Dallas, TX HUD Metro FMR Area",2p2c,14562.354,8604.87372,15267.0048,17031.7128,8394.39996,7308.64092,84414.8256,81456.0546875
127416,TEXAS,KAUFMAN,"7,580",17,0.0,4,2,11,149,19,115,15,KAUFMAN,Kaufman,TEXAS,48257,KAUFMAN,7788,335,polygon,True,3,True,"Dallas, TX HUD Metro FMR Area",2p2c,14562.354,8604.87372,15267.0048,17031.7128,8394.39996,7308.64092,84414.8256,81456.0546875
127426,TEXAS,TERRELL,"18,395",44,2.0,4,8,30,631,103,465,63,TERRELL,Terrell,TEXAS,48257,KAUFMAN,18869,320,polygon,True,3,True,"Dallas, TX HUD Metro FMR Area",2p2c,14562.354,8604.87372,15267.0048,17031.7128,8394.39996,7308.64092,84414.8256,81456.0546875
127432,OKLAHOMA,BLACKWELL,"6,610",13,1.0,2,0,10,71,28,38,5,BLACKWELL,Blackwell,OKLAHOMA,40071,KAY,6562,454,polygon,True,3,False,"Kay County, OK",2p2c,8736.0,8275.07004,14284.7724,19327.0308,6163.78128,8495.47632,79022.0796,59270.453125
127442,OKLAHOMA,NEWKIRK,"2,181",6,1.0,0,0,5,30,7,20,3,NEWKIRK,Newkirk,OKLAHOMA,40071,KAY,2170,635,polygon,True,3,False,"Kay County, OK",2p2c,8736.0,8275.07004,14284.7724,19327.0308,6163.78128,8495.47632,79022.0796,59270.453125
127452,OKLAHOMA,TONKAWA,"3,006",7,0.0,0,0,7,56,18,34,4,TONKAWA,Tonkawa,OKLAHOMA,40071,KAY,2980,214,polygon,True,3,False,"Kay County, OK",2p2c,8736.0,8275.07004,14284.7724,19327.0308,6163.78128,8495.47632,79022.0796,59270.453125
127462,OKLAHOMA,PONCA CITY,"23,876",152,0.0,33,25,94,933,217,665,51,PONCA CITY,Ponca City,OKLAHOMA,40071,KAY,24274,496,polygon,True,3,False,"Kay County, OK",2p2c,8736.0,8275.07004,14284.7724,19327.0308,6163.78128,8495.47632,79022.0796,59270.453125
127473,NEBRASKA,MINDEN,"2,985",3,0.0,2,0,1,45,2,41,2,MINDEN,Minden,NEBRASKA,31099,KEARNEY,2950,516,polygon,True,3,False,"Kearney County, NE",2p2c,9132.0,9534.32148,15247.5156,18062.01,6763.54464,8807.73408,83008.0836,80353.2421875
127486,NEBRASKA,OGALLALA,"4,476",10,0.0,2,0,8,111,9,100,2,OGALLALA,Ogallala,NEBRASKA,31101,KEITH,4497,350,polygon,True,3,False,"Keith County, NE",2p2c,8808.0,9264.48048,14802.5712,23486.6688,6548.37228,10107.11724,88861.1952,68112.453125
127492,ILLINOIS,YORKVILLE,"20,541",28,0.0,16,5,7,142,13,124,5,YORKVILLE,Yorkville,ILLINOIS,17093,KENDALL,20613,398,polygon,True,3,True,"Kendall County, IL HUD Metro FMR Area",2p2c,15396.0,8574.89136,15484.5252,15801.984,8685.59916,12958.4292,96953.6952,108138.1328125
